collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,
CAB,66,5,3,16-Jan-40,Memorandum,WP (40) 23,Scandinavia: Plan and Preparations.,Chiefs of Staff,
CAB,66,5,4,16-Jan-40,Memorandum,WP (40) 24,Scandinavia: Capture of the Northern Ore Fields in the face of Scandinavian Opposition.,Chiefs of Staff,
CAB,66,5,5,16-Jan-40,Memorandum,WP (40) 25,The Narvik Question.,Halifax,
CAB,66,5,6,19-Jan-40,Memorandum,WP (40) 26,German Oil Supplies. Second Report of Lord Hankey's Committee on preventing Oil from reaching Germany.,Hankey and Chatfield,
CAB,66,5,7,20-Jan-40,Memorandum,WP (40) 27,Strength and Organization of the British Expeditionary Force in France.,Oliver F G Stanley,
CAB,66,5,8,22-Jan-40,Memorandum,WP (40) 28,Air Operations and Intelligence. Twentieth Weekly Report by the Secretary of State for Air.,Kingsley Wood,
CAB,66,5,9,22-Jan-40,Memorandum,WP (40) 29,Volunteers for Finland.,Halifax,
CAB,66,5,10,Jan-40,Memorandum,WP (40) 30,Equipment and Raw Materials for Roumania.,Hankey and Chatfield,
CAB,66,5,11,23-Jan-40,Memorandum,WP (40) 31,"Army. Twentieth Weekly Report by the Secretary of State for War. (For the period 15th to 21st January, 1940).",Oliver F G Stanley,
CAB,66,5,12,27-Jan-40,Memorandum,WP (40) 32,"Weekly Resume (No. 21) of the Naval Military and Air Situation (12 noon, 18th January, 1940, to 12 noon, 25th January, 1940.)",Chiefs of Staff,
CAB,66,5,13,26-Jan-40,Memorandum,WP (40) 33,Volunteers for Finland.,Halifax,
CAB,66,5,14,27-Jan-40,Memorandum,WP (40) 34,Scandinavia. Deliveries of Swedish Iron Ore to the United Kingdom.,Ministry of Shipping and Ministry of Supply,
CAB,66,5,15,28-Jan-40,Memorandum,WP (40) 35,Intervention in Scandinavia: Plans and Implications.,Chiefs of Staff,
CAB,66,5,16,28-Jan-40,Memorandum,WP (40) 36,Allied assistance to Finland.,Chiefs of Staff,
CAB,66,5,17,29-Jan-40,Memorandum,WP (40) 37,Air Operations and Intelligence. Twenty-first Weekly Report by the Secretary of State for Air.,Kingsley Wood,
CAB,66,5,18,30-Jan-40,Memorandum,WP (40) 38,Army. Twenty-first Weekly Report by the Secretary of State for War.,Oliver F G Stanley,
CAB,66,5,19,Feb-40,Memorandum,WP (40) 39,Lord Stamp's Paper.,Winston S Churchill,
CAB,66,5,20,1-Feb-40,Memorandum,WP (40) 40,"Record of the Fourth Meeting of the Supreme War Council held on 19th December, 1939.",E E Bridges,
CAB,66,5,21,2-Feb-40,Memorandum,WP (40) 41,French proposals for Allied assistance to Finland.,Chiefs of Staff,
CAB,66,5,22,3-Feb-40,Memorandum,WP (40) 42,"Weekly Resume (No. 22) of the Naval, Military and Air Situation (12 noon 25th January, 1940 to 12 noon 1st February, 1940).",Chiefs of Staff,
CAB,66,5,23,5-Feb-40,Memorandum,WP (40) 43,Air Operations and Intelligence. Twenty-second Weekly Report by the Secretary of State for Air.,Kingsley Wood,
CAB,66,5,24,5-Feb-40,Memorandum,WP (40) 44,Army. Twenty-second Weekly Report.,War Office,
CAB,66,5,25,9-Feb-40,Memorandum,WP (40) 45,Our National Resources in Relation to our War Effort.,John Simon,
CAB,66,5,26,10-Feb-40,Memorandum,WP (40) 46,"Weekly Resume No. 23 of the Naval, Military and Air Situation (12 noon, 1st February to 12 noon, 8th February, 1940).",Chiefs of Staff,
CAB,66,5,27,9-Feb-40,Memorandum,WP (40) 47,Soviet Threat to British Interests in the Middle East.,Halifax,
CAB,66,5,28,12-Feb-40,Memorandum,WP (40) 48,Equipment of the British Army. Target for the Second Year of War.,Chatfield,
CAB,66,5,29,12-Feb-40,Memorandum,WP (40) 49,Air Operations and Intelligence. Twenty-Third Weekly Report by the Secretary of State for Air.,Kingsley Wood,
CAB,66,5,30,12-Feb-40,Memorandum,WP (40) 50,Army. Twenty-third Weekly Report by the Secretary of State for War.,Oliver F G Stanley,
CAB,66,5,31,14-Feb-40,Memorandum,WP (40) 51,The Employment of Allied Land Forces in Scandinavia and Finland.,Chiefs of Staff,
CAB,66,5,32,13-Feb-40,Memorandum,WP (40) 52,Scapa Flow.,Winston S Churchill,
CAB,66,5,33,2-Mar-40,Memorandum,WP (40) 53,Naval Programme 1940-41.,Winston S Churchill,
CAB,66,5,34,15-Mar-40,Memorandum,WP (40) 54,Degaussing of Merchant Ships.,Winston S Churchill,
CAB,66,5,35,14-Feb-40,Memorandum,WP (40) 55,Protection of Oslo against Air Attack.,Chiefs of Staff,
CAB,66,5,36,17-Feb-40,Memorandum,WP (40) 56,"Weekly Resume No. 24 of the Naval, Military and Air Situation (12 noon, 8th February to 12 noon, 15th February, 1940).",Chiefs of Staff,
CAB,66,5,37,16-Feb-40,Memorandum,WP (40) 57,Role of Australian Forces in the Middle East.,Oliver F G Stanley,
CAB,66,5,38,14-Feb-40,Memorandum,WP (40) 58,Military Assistance to Finland.,Halifax,
CAB,66,5,39,18-Feb-40,Memorandum,WP (40) 59,Scandinavia - Assistance to Finland. The Time Factor.,Foreign Office and Chiefs of Staff,
CAB,66,5,40,22-Feb-40,Memorandum,WP (40) 60,Stoppage of Traffic in Norwegian Territorial Waters.,Winston S Churchill,
CAB,66,5,41,22-Feb-40,Memorandum,WP (40) 61,Action in Norwegian Territorial Waters.,Halifax,
CAB,66,5,42,20-Feb-40,Memorandum,WP (40) 62,Army. Twenty-fourth Weekly Report by the Secretary of State for War.,Oliver F G Stanley,
CAB,66,5,43,20-Feb-40,Memorandum,WP (40) 63,"Force ""Stratford"". The Time Factor.",Chiefs of Staff,
CAB,66,5,44,23-Feb-40,Memorandum,WP (40) 64,The extent to which Shipping considerations call for a review of our Import Programme.,Samuel Hoare,
CAB,66,5,45,22-Feb-40,Memorandum,WP (40) 65,Memorandum by the Secretary of State for Foreign Affairs. Translation of a memorandum from the French Ambassador advocating the immediate occupation of the principal Norwegian ports.,Halifax,
CAB,66,5,46,23-Feb-40,Memorandum,WP (40) 66,Hostilities with Russia: Attitude of Iran.,Chiefs of Staff,
CAB,66,5,47,23-Feb-40,Memorandum,WP (40) 67,Higher Command of British Land Forces Operating in France.,Chiefs of Staff,
CAB,66,5,48,23-Feb-40,Memorandum,WP (40) 68,Despatch of Volunteers to Finland.,Chiefs of Staff,
CAB,66,5,49,24-Feb-40,Memorandum,WP (40) 69,Action in Norwegian Territorial Waters.,Halifax,
CAB,66,5,50,24-Feb-40,Memorandum,WP (40) 70,Scandinavia: Staff Conversations.,Chiefs of Staff,
CAB,66,6,1,24-Feb-40,Memorandum,WP (40) 71,Scandinavia.,Halifax,
CAB,66,6,2,24-Feb-40,Memorandum,WP (40) 72,Finland and Russia.,Halifax,
CAB,66,6,3,26-Feb-40,Memorandum,WP (40) 73,Numbers of Allied and German Divisions.,Oliver F G Stanley,
CAB,66,6,4,26-Feb-40,Memorandum,WP (40) 74,Higher Command of the British Land Forces Operating in France.,Oliver F G Stanley,
CAB,66,6,5,26-Feb-40,Memorandum,WP (40) 75,Action in Norwegian Territorial Waters.,Halifax,
CAB,66,6,6,26-Feb-40,Memorandum,WP (40) 76,Probable Economic Consequences of a Stoppage of Traffic in Norwegian Territorial Waters.,E E Bridges,
CAB,66,6,7,27-Feb-40,Memorandum,WP (40) 77,Action in Norwegian Territorial Waters. Views of Prime Minister of the Union of South Africa.,Anthony Eden,
CAB,66,6,8,27-Feb-40,Memorandum,WP (40) 78,Employment of Allied Land Forces in Scandinavia and Finland.,Chiefs of Staff Committee,
CAB,66,6,9,28-Feb-40,Memorandum,WP (40) 79,"Action in Norwegian Territorial Waters. Attitude of His Majesty's Governments in Canada, Australia and New Zealand.",Anthony Eden,
CAB,66,6,10,28-Feb-40,Memorandum,WP (40) 80,Stoppage of Traffic in Norwegian Territorial Waters.,Geoffrey Lloyd,
CAB,66,6,11,29-Feb-40,Memorandum,WP (40) 81,Note by the First Lord of the Admiralty on the Lord Privy Seal's Memorandum W.P. (40) 64.,Winston S Churchill,
CAB,66,6,12,1-Mar-40,Memorandum,WP (40) 82,Assistance to Turkey.,Oliver F G Stanley,
CAB,66,6,13,2-Mar-40,Memorandum,WP (40) 83,Scandinavia - Assurance regarding Air Attack.,Chiefs of Staff Committee,
CAB,66,6,14,4-Mar-40,Memorandum,WP (40) 84,Royal Marine Operation.,Winston S Churchill,
CAB,66,6,15,7-Mar-40,Memorandum,WP (40) 85,The Censorship of United States Mails and the Question of a Possible Contraband Control Base at St. John.,Halifax and A Eden,
CAB,66,6,16,7-Mar-40,Memorandum,WP (40) 86,Assistance to Finland.,Chiefs of Staff Committee,
CAB,66,6,17,7-Mar-40,Memorandum,WP (40) 87,Assistance to Finland. Draft Telegram to H.M. Minister at Helsinki.,Foreign Office,
CAB,66,6,18,7-Mar-40,Memorandum,WP (40) 88,Assistance to Finland. Despatch to His Majesty's Minister at Helsinki.,Halifax,
CAB,66,6,19,7-Mar-40,Memorandum,WP (40) 89,Assistance to Finland. Note communicated by the French Embassy.,Halifax,
CAB,66,6,20,8-Mar-40,Memorandum,WP (40) 90,Scandinavia: Operations in the Face of Scandinavian Non-Co-operation.,Chiefs of Staff,
CAB,66,6,21,8-Mar-40,Memorandum,WP (40) 91,Military implications of hostilities with Russia in 1940.,Chiefs of Staff Committee,
CAB,66,6,22,10-Mar-40,Memorandum,WP (40) 92,Assistance to Finland.,Halifax,
CAB,66,6,23,10-Mar-40,Memorandum,WP (40) 93,Assistance to Finland.,Halifax,
CAB,66,6,24,21-Mar-40,Memorandum,WP (40) 94,Iron Ore Traffic.,Winston S Churchill,
CAB,66,6,25,12-Mar-40,Memorandum,WP (40) 95,Comparison of British and Japanese Fleets.,Winston S Churchill,
CAB,66,6,26,14-Mar-40,Memorandum,WP (40) 96,Effect of the Russian-Finnish Treaty on our Naval Situation.,Winston S Churchill,
CAB,66,6,27,14-Mar-40,Memorandum,WP (40) 97,"Weekly Resume of the Naval, Military and Air Situation.",Chiefs of Staff Committee,
CAB,66,6,28,12-Mar-40,Memorandum,WP (40) 98,The question of Allied assistance to Belgium in the event of German attack.,Halifax,
CAB,66,6,29,18-Mar-40,Memorandum,WP (40) 99,Higher Command of the British Land Forces Operating in France.,Oliver F G Stanley,
CAB,66,6,30,18-Mar-40,Memorandum,WP (40) 100,Scandinavian Territorial Waters.,Halifax,
CAB,66,6,31,18-Mar-40,Memorandum,WP (40) 101,Assistance to Belgium. Draft Telegrams to His Majesty's Representatives at Brussels and the Hague.,Halifax,
CAB,66,6,32,18-Mar-40,Memorandum,WP (40) 102,Withdrawal of two R.A.F. Bomber Squadrons from Singapore to India.,Chiefs of Staff Committee,
CAB,66,6,33,23-Mar-40,Memorandum,WP (40) 103,The Grand Strategy of the Allies.,Hankey,
CAB,66,6,34,20-Mar-40,Memorandum,WP (40) 104,Supply of Labour for the British Expeditionary Force.,Chatfield,
CAB,66,6,35,22-Mar-40,Memorandum,WP (40) 105,"Weekly Resume (No. 29) of the Naval, Military and Air Situation. From 12 noon March 14th to 12 noon March 20th, 1940.",Chiefs of Staff,
CAB,66,6,36,26-Mar-40,Memorandum,WP (40) 106,Protection of the Low Countries.,Halifax,
CAB,66,6,37,26-Mar-40,Memorandum,WP (40) 107,Policy to be adopted towards Norway and Sweden in consequence of their attitude during the Finnish War.,Halifax,
CAB,66,6,38,28-Mar-40,Memorandum,WP (40) 108,"German Oil Supplies. Third Report of Lord Hankey' s Committee on preventing Oil from reaching Germany, covering the Second Report of the Committee on the German Oil Position.",Hankey and Chatfield,
CAB,66,6,39,26-Mar-40,Memorandum,WP (40) 109,French Government's Views on the Future Conduct of the War.,Halifax,
CAB,66,6,40,26-Mar-40,Memorandum,WP (40) 110,South-Eastern Europe.,Halifax,
CAB,66,6,41,26-Mar-40,Memorandum,WP (40) 111,Certain Aspects of the Present Situation.,Chiefs of Staff Committee,
CAB,66,6,42,27-Mar-40,Memorandum,WP (40) 112,Policy to be adopted towards Norway and Sweden in consequence of their attitude during the Finnish War, and the question of the Royal Marine Operation.,Halifax
CAB,66,6,43,28-Mar-40,Memorandum,WP (40) 113,Higher Command of the British Land Forces Operating in France.,Oliver F G Stanley,
CAB,66,6,44,29-Mar-40,Memorandum,WP (40) 114,"Weekly Resume (No. 30) of the Naval, Military and Air Situation.",Chiefs of Staff,
CAB,66,6,45,31-Mar-40,Memorandum,WP (40) 115,Certain Operations in Norwegian Territorial Waters.,Chiefs of Staff Committee,
CAB,66,6,46,31-Mar-40,Memorandum,WP (40) 116,Action against German Shipping.,Halifax,
CAB,66,6,47,4-Apr-40,Memorandum,WP (40) 117,Machinery for Setting in Motion Plan R.4.,Chiefs of Staff Committee,
CAB,66,6,48,4-Apr-40,Memorandum,WP (40) 118,Policy Regarding Forces for Scandinavia.,Chiefs of Staff Committee,
CAB,66,6,49,4-Apr-40,Memorandum,WP (40) 119,Instructions to His Majesty's Ships regarding attacks on Enemy War Vessels in Neutral Territorial Waters.,Halifax,
CAB,66,6,50,3-Apr-40,Memorandum,WP (40) 120,Leaflet dropping over Germany.,Kingsley Wood,
CAB,66,7,1,2-Apr-40,Memorandum,WP (40) 121,"The Air Strengths of Great Britain, France and Germany.",Kingsley Wood,
CAB,66,7,2,5-Apr-40,Memorandum,WP (40) 122,Plan R.4: Instructions to Commanders.,Chiefs of Staff Committee,
CAB,66,7,3,5-Apr-40,Memorandum,WP (40) 123,"Weekly Resume (No. 31) of the Naval, Military and Air Situation from 12 noon March 28th to 12 noon April 4th, 1940.",Chiefs of Staff Committee,
CAB,66,7,4,6-Apr-40,Memorandum,WP (40) 124,Meetings of the Supreme War Council and the formation of an Allied Secretariat.,Halifax,
CAB,66,7,5,8-Apr-40,Memorandum,WP (40) 125,Arms for Finland.,Halifax,
CAB,66,7,6,11-Apr-40,Memorandum,WP (40) 126,Action to be taken if Germany invades Holland or Belgium.,Winston S Churchill,
CAB,66,7,7,12-Apr-40,Memorandum,WP (40) 127,"Weekly Resume (No. 32) of the Naval, Military and Air Situation from 12 noon April 4th to 12 noon April 11th, 1940.",Chiefs of Staff Committee,
CAB,66,7,8,12-Apr-40,Memorandum,WP (40) 128,"Operation ""Alphonse"". Memorandum by the Military Co-ordination Committee.",Winston S Churchill,
CAB,66,7,9,13-Apr-40,Memorandum,WP (40) 129,Distribution of the Forces in Africa.,Oliver F G Stanley,
CAB,66,7,10,16-Apr-40,Memorandum,WP (40) 130,Measures to deter Italy from entering the War against the Allies.,Chiefs of Staff Committee,
CAB,66,7,11,19-Apr-40,Memorandum,WP (40) 131,"Weekly Resume (No. 33) of the Naval, Military and Air Situation. From 12 noon April 11th to 12 noon April 18th, 1940.",Chiefs of Staff Committee,
CAB,66,7,12,19-Apr-40,Memorandum,WP (40) 132,Air action to be taken in the event of a German invasion of the Low Countries.,Chiefs of Staff Committee,
CAB,66,7,13,20-Apr-40,Memorandum,WP (40) 133,Operations in Norway. Military Co-ordination Committee.,E E Bridges,
CAB,66,7,14,21-Apr-40,Memorandum,WP (40) 134,Implications of possible Italian action in the Mediterranean.,Chiefs of Staff Committee,
CAB,66,7,15,23-Apr-40,Memorandum,WP (40) 135,"Resolutions of the Meeting of the Supreme War Council held on 22nd April, 1940.",E E Bridges,
CAB,66,7,16,24-Apr-40,Memorandum,WP (40) 136,"Resolutions of the Meeting of the Supreme War Council held on 23rd April, 1940.",E E Bridges,
CAB,66,7,17,26-Apr-40,Memorandum,WP (40) 137,"Weekly Resume (No. 34) of the Naval, Military and Air Situation from 12 noon April 18th to 12 noon April 25th, 1940.",Chiefs of Staff Committee,
CAB,66,7,18,28-Apr-40,Memorandum,WP (40) 138,Measures to deter Italy from entering the War against the Allies.,Chiefs of Staff Sub-Commitee,
CAB,66,7,19,28-Apr-40,Memorandum,WP (40) 139,The German Attack on Norway.,Hankey,
CAB,66,7,20,29-Apr-40,Memorandum,WP (40) 140,The Balkan Front.,Halifax,
CAB,66,7,21,29-Apr-40,Memorandum,WP (40) 141,Policy in the event of an Italian attack on Yugoslavia.,Halifax,
CAB,66,7,22,3-May-40,Memorandum,WP (40) 142,"Weekly Resume (No. 35) of the Naval, Military and Air Situation from 12 noon April 25th to 12 noon May 2nd, 1940.",Chiefs of Staff Committee,
CAB,66,7,23,3-May-40,Memorandum,WP (40) 143,Allied Action in the event of a German Attack on the Netherland Islands.,Chiefs of Staff Committee,
CAB,66,7,24,4-May-40,Memorandum,WP (40) 144,"Object of Operation ""Rupert"".",Winston S Churchill,
CAB,66,7,25,4-May-40,Memorandum,WP (40) 145,Review of the Strategical Situation on the assumption that Germany has decided to seek a decision in 1940.,Chiefs of Staff Committee,
CAB,66,7,26,5-May-40,Memorandum,WP (40) 146,A German General's views on the Military situation.,Halifax,
CAB,66,7,27,7-May-40,Memorandum,WP (40) 147,Evacuation of Families - Malta and Gibraltar.,Chiefs of Staff Committee,
CAB,66,7,28,May-40,Memorandum,WP (40) 148,Aruba and Curacao: Protection of Oil Refineries in the event of a German invasion of Holland.,Chiefs of Staff Committee,
CAB,66,7,29,7-May-40,Memorandum,WP (40) 149,Norway.,Halifax,
CAB,66,7,30,9-May-40,Memorandum,WP (40) 150,"Situation on the Western Front. Letter from the Commander-in-Chief, British Expeditionary Force.",E E Bridges,
CAB,66,7,31,10-May-40,Memorandum,WP (40) 151,Use of Tracer Ammunition by Armoured Fighting Vehicles.,Oliver F G Stanley,
CAB,66,7,32,10-May-40,Memorandum,WP (40) 152,"Weekly Resume (No. 36) of the Naval, Military and Air Situation from 12 noon May 2nd to 12 noon May 9th, 1940.",Chiefs of Staff Committee,
CAB,66,7,33,10-May-40,Memorandum,WP (40) 153,Seaborne and airborne attack on the United Kingdom.,Chiefs of Staff Committee and Ministry of Home Security,
CAB,66,7,34,11-May-40,Memorandum,WP (40) 154,Situation in Portugal.,Halifax,
CAB,66,7,35,14-May-40,Memorandum,WP (40) 155,"Italy: Possible Intentions. Commentary by the Naval Intelligence Division on Belgrade telegram No. 197, dated 12th May.",E E Bridges,
CAB,66,7,36,15-May-40,Memorandum,WP (40) 156,Allied military action in the event of war with Italy.,Chiefs of Staff Committee,
CAB,66,7,37,May-40,Memorandum,WP (40) 157,Italian descent upon Yugoslavia.,Halifax,
CAB,66,7,38,17-May-40,Memorandum,WP (40) 158,"Weekly Resume (No. 37) of the Naval, Military and Air Situation from 12 noon May 9th to 12 noon May 16th, 1940.",Chiefs of Staff Committee,
CAB,66,7,39,18-May-40,Memorandum,WP (40) 159,The Air Defence of Great Britain.,Chiefs of Staff Committee,
CAB,66,7,40,19-May-40,Memorandum,WP (40) 160,Supply of Aircraft to Canada.,Beaverbrook,
CAB,66,7,41,20-May-40,Memorandum,WP (40) 161,Supply of Aircraft to Canada.,Archibald Sinclair,
CAB,66,7,42,20-May-40,Memorandum,WP (40) 162,Additional Powers.,Neville Chamberlain,
CAB,66,7,43,21-May-40,Memorandum,WP (40) 163,India. Replacement of Regular Battalions by Territorials.,L S Amery,
CAB,66,7,44,21-May-40,Memorandum,WP (40) 164,The Question of an Alliance with Greece.,Halifax,
CAB,66,7,45,22-May-40,Memorandum,WP (40) 165,Military implications of a complete withdrawal from Norway.,Chiefs of Staff Committee,
CAB,66,7,46,22-May-40,Memorandum,WP (40) 166,Food Supplies for French and Belgian Refugees.,Hankey,
CAB,66,7,47,24-May-40,Memorandum,WP (40) 167,"Weekly Resume (No. 38) of the Naval, Military and Air Situation from 12 noon May 16th to 12 noon May 23rd, 1940.",Chiefs of Staff Committee,
CAB,66,7,48,25-May-40,Memorandum,WP (40) 168,British strategy in a certain eventuality.,Chiefs of Staff Committee,
CAB,66,7,49,26-May-40,Memorandum,WP (40) 169,British strategy in the near future.,Chiefs of Staff Committee,
CAB,66,7,50,26-May-40,Memorandum,WP (40) 170,Suggested approach to Signor Mussolini.,Halifax,
CAB,66,8,1,26-May-40,Memorandum,WP (40) 171,British strategy in the near future.,Arthur Greenwood,
CAB,66,8,2,27-May-40,Memorandum,WP (40) 172,Home Defence (Security) Executive.,Neville Chamberlain,
CAB,66,8,3,27-May-40,Memorandum,WP (40) 173,Home Defence. The Home Defence Executive.,Neville Chamberlain,
CAB,66,8,4,27-May-40,Memorandum,WP (40) 174,Construction of Aerodromes and Naval Bases by the United States in British Colonies and Dominions.,Chiefs of Staff Committee,
CAB,66,8,5,29-May-40,Memorandum,WP (40) 175,Seizure of Crete in the event of Italian hostilities.,Chiefs of Staff Committee,
CAB,66,8,6,28-May-40,Memorandum,WP (40) 176,Excess Profits Tax.,Kingsley Wood,
CAB,66,8,7,28-May-40,Memorandum,WP (40) 177,Home Defence: Conduct of Operations.,Chiefs of Staff Committee,
CAB,66,8,8,29-May-40,Memorandum,WP (40) 178,Invasion of the United Kingdom.,Chiefs of Staff Committee,
CAB,66,8,9,29-May-40,Memorandum,WP (40) 179,British support for Afghanistan.,Chiefs of Staff Committee,
CAB,66,8,10,29-May-40,Memorandum,WP (40) 180,Portugal.,Chiefs of Staff Committee,
CAB,66,8,11,29-May-40,Memorandum,WP (40) 181,Question of informing Norwegian Government of our intention to evacuate Narvik.,Halifax,
