collection,series,piece,item,Covering_date,Type,Former Reference,Agenda
CAB,195,3,42,11-Jun-45,Notebook,CM (45) 7,"1. Naval, Military &amp; Air Operations; 2. Foreign Affairs; 3. Reparations; 4. Coal-Mining Industry; 5. War Damage; 6. Civil Aviation; 7. Filton Airport; 8. General Election"
CAB,195,3,43,15-Jun-45,Notebook,CM (45) 8,1. Berlin Meeting: Visit of H.M. King; 2. Election; 3. Meat Supplies for Liberated Areas; 4. Economic Disarmament of Germany; 5. Coal in North Western Europe; 6. Future of National Fire Service; 7. Constitutional Policy in Malaya
CAB,195,3,44,15-Jun-45,Notebook,CM (45) 9,1. National Health Service; 2. Italian Prisoners of War; 3. Civil Service Salaries; 4. General Election: Service Aircraft
CAB,195,3,45,20-Jun-45,Notebook,CM (45) 10,1. Disposal of German War Material in relation to Reparation; 2. Greece; 3. Civil Aviation: Filton Airfield; 4. Three Power Meeting
CAB,195,3,46,6-Jul-45,Notebook,CM (45) 11,1. Canadians in Aldershot; 2. Vigilantes: Housing of Homeless; 3. Non-Fraternisation; 4. Cabinet Programme for July; 5. Release of Women from Services
CAB,195,3,47,10-Jul-45,Notebook,CM (45) 12,Food and Fuel for Berlin
CAB,195,3,48,10-Jul-45,Notebook,CM (45) 13,"Naval, Air &amp; Military Operations; Future of the Assyrians; Housing: Use of Empty Houses; Educational &amp; Cultural Organisation of United Nations; India"
CAB,195,3,49,12-Jul-45,Notebook,CM (45) 14,1. Disposal of German Fleet; 2. Man Power in Second Half of 1945; 3. Peace Treaty with Italy; 4. Coal: Additional Bunkering Requirements; 5. India: Constitutional Issue; 6. Ceylon: Constitutional Problem
CAB,195,3,50,7-Aug-45,Notebook,CM (45) 18,1. Review of Military Situation; 2. Review of Foreign Affairs; 3. Tangier; 4. King's Speech; 5. The Cotton Industry; 6. Cabinet Committee Organisation; 7. Procedure: Future Meetings
CAB,195,3,51,9-Aug-45,Notebook,CM (45) 19,1. King's Speech; 2. Parliament: Private Members' Time; 3. Mosquito Aircraft: Production in France; 4. German Archives; 5. Treatment of Japan after Defeat; 6. World Youth Conference: Grant of Visas
CAB,195,3,52,10-Aug-45,Notebook,CM (45) 20,Surrender of Japan; Terms of Surrender; Supply Position etc.; Man Power; King's Speech; Broadcasts; Public Holiday; Licensing etc; Parliament; Thanks to Forces?
CAB,195,3,53,14-Aug-45,Notebook,CM (45) 21,1. Japan: Latest Information; 2. Japan - Terms of Surrender; 3. Greece; 4. Censorship: Continuance after Cease-Fire; 5. Parliamentary Procedure
CAB,195,3,54,14-Aug-45,Notebook,CM (45) 22,Japan: Surrender
CAB,195,3,55,16-Aug-45,Notebook,CM (45) 23,1. Man Power; 2. Supplies and Services (Transitional Powers) Bill; 3. British North Borneo; 4. Overseas Financial Prospects; 5. Japan: Representation of Australia at Signing of Surrender Terms
CAB,195,3,56,20-Aug-45,Notebook,CM (45) 24,1. India: Constitutional Problem; 2. Supplies &amp; Services (Transitional Powers) Bill
CAB,195,3,57,23-Aug-45,Notebook,CM (45) 25,1. Syria &amp; Lebanon; 2. Suspension of Civil Defence Acts; 3. Raising of School Age
CAB,195,3,58,30-Aug-45,Notebook,CM (45) 26,1. Assistance for Liberated Europe; 2. Middle Eastern Policy; 3. Ceylon Constitution; 4. Demobilisation
CAB,195,3,59,4-Oct-45,Notebook,CM (45) 38,1. Expiry of Emergency Powers (Defence) Acts; 2. War Criminals; 3. Indian Diplomatic Representation at Washington; 4. Secret Sessions of Parliament; 5. Site of United Nations Organisation; 6. Middle-Eastern Policy; 7. Palestine
CAB,195,3,60,9-Oct-45,Notebook,CM (45) 39,1. National Insurance (Industrial Injuries) Bill; 2. Housing; 3. Syria and the Lebanon; 4. Dock Strike; 5. Palestine
CAB,195,3,61,11-Oct-45,Notebook,CM (45) 40,1. Palestine; 2. International Labour Conference; 3. Migration; 4. Municipal Elections; 5. Justices of the Peace; 6. National Health Service: Hospitals; 7. Housing
CAB,195,3,62,22-Oct-45,Notebook,CM (45) 44,1. The Budget; 2. Women's Land Army: Release Scheme
CAB,195,3,63,23-Oct-45,Notebook,CM (45) 45,1. Food for Europe; 2. Promises of War: Return of White Prisoners to Germany; 3. Supply of Equipment to Spain
CAB,195,3,64,26-Oct-45,Notebook,CM (45) 46,1. Parliament; 2. Civil Aviation; 3. Dockers Strike; 4. Ceylon Constitution
CAB,195,3,65,30-Oct-45,Notebook,CM (45) 47,1. Dodecanese; 2. Political Position in Burma; 3. Parliament; 4. Europe: Food Supplies; 5. Food Policy; 6. Empire Communications; 7. Parliamentary Procedure; 8. Circulation of Memoranda Prepared for Parliamentary Labour Party; 9. Statement by Minister of Eductaion; 10. Dockers' Strike
CAB,195,3,66,1-Nov-45,Notebook,CM (45) 48,1. U.S. Bases in Iceland; 2. Billeting of German Prisoners on Farms; 3. Civil Defence: Future Organisation; 4. Victory Celebrations; 5. Newfoundland; 6. Labour Controls; 7. Parliament - Debate on Foreign Affairs
CAB,195,3,67,6-Nov-45,Notebook,CM (45) 49,1. Parliament - Debate on Foreign Affairs: 7th November; 2. Prisoners of War - Repatn of Italians; 3. Refugees: Admission of Distressed Persons; 4. Naturalisation Policy; 5. Greece; 6. International Labour Conference: Philadelphia; 7. Washington Talks - Financial Questions
CAB,195,3,68,6-Nov-45,Notebook,CM (45) 50,1. Washington Discussions - Financial Questions and Commercial Policy
CAB,195,3,69,8-Nov-45,Notebook,CM (45) 51,1. Industrial Injuries Bill; 2. Parliament: Next Week's Business; 3. Site of United Nations Organisation; 4. International Control of Atomic Energy; 5. Man Power: Release of Doctors from Services; 6. Organisations Influenced by Political Party: Attitude of Govt. Dpts.
CAB,195,3,70,13-Nov-45,Notebook,CM (45) 52,1. Nationalisation Proposals: Public Announcement; 2. Agriculture Policy; 3. Future of Department of Overseas Trade; 4. Sarawak; 5. National Insurance (Industrial Injuries) Bill; 6. Parliament; 7. Palestine
CAB,195,3,71,15-Nov-45,Notebook,CM (45) 53,1. Parliament; 2. Town &amp; Country Planning: Compensation &amp; Betterment; 3. Atomic Energy; 4. India; 5. Ceylon
CAB,195,3,72,20-Nov-45,Notebook,CM (45) 54,"1. Miscellaneous; 2. Releases of Doctors from Forces; 3. Labour Controls; 4. Housing - Progress Report; 5. Repatriation of Poles; 6. Tourist Traffic from U.S.A.; 7. Spanish ""Prisoners of War"" in U.K.; 8. Parliament: Re-building of H/Commons"
CAB,195,3,73,22-Nov-45,Notebook,CM (45) 55,1. Return of Prime Minister; 2. Parliament; 3. Greece; 4. P.M.'s Mission to Washington; 5. Investment (Control and Guarantees) Bill; 6. Canadian Citizenship Bill
CAB,195,3,74,27-Nov-45,Notebook,CM (45) 56,1. Admiralty New Construction; 2. Parliament - Questions re Disposal of German Fleet; 3. India; 4. Migration; 5. Newfoundland; 6. Palestine Renegades; 7. Procedure: Times of Cabinet Meetings
CAB,195,3,75,29-Nov-45,Notebook,CM (45) 57,1. Parliament; 2. Times of Cabinet; 3. Financial and Commercial Policy
CAB,195,3,76,3-Dec-45,Notebook,CM (45) 58,1. Financial Talks - Bretton Woods; 2. Sale and Purchase of Medical Practices; 3. Food Supplies for Germany; 4. Labour Controls and Releases from Forces
CAB,195,3,77,5-Dec-45,Notebook,CM (45) 59,1. Washington Discussions on Financial Questions; 2. Parliament
CAB,195,3,78,6-Dec-45,Notebook,CM (45) 60,1. Meeting of Foreign Ministers; 2. Motion of Gratitude to War Leaders; 3. Parliament; 4. National Insurance Scheme; 5. Employment of Prisoners of War; 6. Government Publicity Services
CAB,195,3,79,10-Dec-45,Notebook,CM (45) 61,1. War Pensions; 2. Shipping Policy; 3. Wheat for Germany; 4. U.N.E.S.C.O. Conference; 5. Spanish Refugees in P.O.W. Camps
CAB,195,3,80,13-Dec-45,Notebook,CM (45) 62,1. Offices of Profit: Proposed Select Committee; 2. National Insurance Scheme; 3. Parliament; 4. Levant States; 5. Motions of Gratitude to War Leaders; 6. Coal Mines (Nationalisation) Bill; 7. Civil Service Leave at Christmas; 8. British Air Services; 9. Service Pay &amp; Allowances
CAB,195,3,81,17-Dec-45,Notebook,CM (45) 63,1. British Air Services; 2. Broadcasting Policy; 3. B.U.F. Re-emergence of Fascist Movement
CAB,195,3,82,20-Dec-45,Notebook,CM (45) 64,1. Broadcasting Policy; 2. Political Broadcasting; 3. German Prisoners of War
CAB,195,3,83,20-Dec-45,Notebook,CM (45) 65,1. Moscow Discussions; 2. Control Council for Japan; 3. National Health Service
CAB,195,3,84,1-Jan-46,Notebook,CM (46) 1,1. Moscow Discussions; 2. Palestine; 3. World Wheat Supplies
CAB,195,3,85,3-Jan-46,Notebook,CM (46) 2,1. Mr Peter Fraser; 2. Situation in Germany; 3. Entrances to Baltic; 4. Disposal of German Merchant Fleet; 5. Elections in Greece; 6. Migration; 7. Gas shortage in London; 8. Demobilisation; 9. Agricultural Wages; 10. Death of Will Thorne
CAB,195,3,86,8-Jan-46,Notebook,CM (46) 3,1. National Health Service; 2. British Honduras; 3. U.N.R.R.A. General Morgan
CAB,195,3,87,10-Jan-46,Notebook,CM (46) 4,1. London Airport; 2. International Trusteeship; 3. Malayan Constitution; 4. Gas Supplies
CAB,195,3,88,15-Jan-46,Notebook,CM (46) 5,1. Man Power; 2. Greece; 3. Poland; 4. Turkey; 5. Indonesia; 6. U.N. Organisation: First Assembly; 7. Wheat: World Supply; 8. Publicity Services in South East Europe; 9. Creation of Life Peers
CAB,195,3,89,17-Jan-46,Notebook,CM (46) 6,1. Parliament; 2. N. Insurance Bill: Limitation of Unemployment Benefit; 3. Spain
CAB,195,3,90,22-Jan-46,Notebook,CM (46) 7,1. India: Constitutional Position; 2. Greece. Indonesia. Russian Resolution at U.N.O.; 3. Pacific Islands; 4. Polish Armed Forces; 5. Revision of Anglo Egyptian Treaty; 6. Housing Accomodation - Use of Requisitioning Powers
CAB,195,3,91,24-Jan-46,Notebook,CM (46) 8,1. Parliament; 2. Working of Open-cast Coal at Wentworth; 3. Civil Service: Conscientious Objectors
CAB,195,3,92,28-Jan-46,Notebook,CM (46) 9,1. Rumania; 2. Bulgaria; 3. Persia; 4. Airfields - Land Policy; 5. Monthly Digest of Statistics; 6. Wales and Monmouthshire; 7. National Day of Remembrance; 8. Strikes in R.A.F.; 9. Coal Bill; 10. India: Food Situation
CAB,195,3,93,31-Jan-46,Notebook,CM (46) 10,1. Parliament; 2. Fees for Wireless Licences; 3. Meeting of Dominion Prime Ministers; 4. World Supplies of Cereals; 5. Shipping Requirements for U.K. Food Import Programme; 6. Agricultural Wages
CAB,195,3,94,4-Feb-46,Notebook,CM (46) 11,1. Civil Aviation; 2. Greece; 3. Levant States; 4. Egyptian Treaty; 5. Level of Germany's Industry - Reparations; 6. Spain - Constitutional Position; 7. Civil Aviation; 8. Allied Control in Austria
CAB,195,3,95,6-Feb-46,Notebook,CM (46) 12,Greece - Proceedings in Security Council
CAB,195,3,96,7-Feb-46,Notebook,CM (46) 13,1. Parliament; 2. Man Power and Economic Survey; 3. Timber for Housing
CAB,195,4,1,7-Feb-46,Notebook,CM (46) 13,4. Shipping in 1946; 5. Civil Aviation; 6. Greece: U.N.O. Discussions; 7. Agricultural Wages
CAB,195,4,2,11-Feb-46,Notebook,CM (46) 14,1. Indonesia: Discussion in Security Council; 2. South-East Asia. Commissioner General. F.O. Staffing Problems; 3. India; 4. Import Programmes for 1946; 5. Civil Aviation
CAB,195,4,3,14-Feb-46,Notebook,CM (46) 15,1. Parliament; 2. Lord Mayor's Dinner; 3. Reform of House of Lords; 4. Government Hospitality; 5. Select Committee on National Expenditure: Publication of Secret Reports; 6. German Fleet: Report of Naval Commission; 7. German Prisoners of War; 8. Victory Celebrations; 9. Commemoration Postage Stamps; 10. Clothing Rationing; 11. Eire and U.N.O.
CAB,195,4,4,18-Feb-46,Notebook,CM (46) 16,1. Free Rice from Siam; 2. Special Commissioner for S.E. Asia: Staff; 3. Poland: Polish Troops; 4. Levant Status. 5. Defence Policy in 1946; 6. India: Constitutional Problem. 7. Peace Celebrations: Leakage and Announcement; 8. Government Information Services
CAB,195,4,5,21-Feb-46,Notebook,CM (46) 17,"1. Parliament; 2. Jamaica. Industrial Situation; 3. Government Information Services (a) Ministerial Responsibility for B.B.C. (b) Future of British Council (c) Admiralty Points (d) Publicity for B. Commonwealth; 4. Political Broadcasting; 5. Service Divorce Cases; 6. Future use of ""Queen Elizabeth""; 7. Scheme for Bringing Children to U.K. from Germany; 8. I.L.O. Constitution; 9. R. Indian Navy: Disorders in Bombay"
CAB,195,4,6,25-Feb-46,Notebook,CM (46) 18,1. Egypt; 2. Spain; 3. India; 4. Aldershot. Mutiny in Detention Barracks; 5. Future of Trans. Jordan. 6. Shipping. United Maritime Board; 7. Ship-Building Industry; 8. Future use of Queen Elizabeth; 9. Select Committee on Elections; 10. Parliamentary Procedure. Second report of Select Committee
CAB,195,4,7,28-Feb-46,Notebook,CM (46) 19,"1. Parliament; 2. Benefits in Kind for School-Children; 3. Post-War Fire Service; 4. Financial Negotiations in Ottawa; 5. Future Use of ""Queen Elizabeth""; 6. Treaty with Trans. Jordan; 7. Malaya; 8. World Food Supplies: Proposed Mission to N. America"
CAB,195,4,8,4-Mar-46,Notebook,CM (46) 20,1. Spain; 2. Persia; 3. Syria and Lebanon; 4. Sabotage of Ships; 5. World Food Supplies; 6. Post-War Pay for Officers of Armed Forces; 7. Japan: Policy towards Japanese Industry; 8. Shipbuilding Advisory Committee; 9. British Council in Spain: Employment of Roman Catholics
CAB,195,4,9,5-Mar-46,Notebook,CM (46) 21,World Food Supplies
CAB,195,4,10,8-Mar-46,Notebook,CM (46) 22,1. Wheat for Germany; 2. Parliament; 3. India: Proposed Directive; 4. Japan: Ship-Building; 5. Japan: Reparations; 6. Supply and Transport Organisation; 7. National Health Service
CAB,195,4,11,11-Mar-46,Notebook,CM (46) 23,1. Germany; 2. Greece; 3. Manchuria; 4. Persia; 5. Mr. Churchill's Speech in U.S.A.; 6. Egypt; 7. Parliamentary Procedure; 8. North Borneo; 9. Transfer of Ships to French Navy; 10. Bulk Purchase of Cotton; 11. Admission of Women to Foreign Service; 12. Accommodation of Students and Tourists in 1926
CAB,195,4,12,14-Mar-46,Notebook,CM (46) 24,1. Parliament; 2. Ethiopia; 3. Political Resident: Persian Gulf; 4. Arms for Wales; 5. Industrial Disturbances; 6. Albert Hall Meeting
CAB,195,4,13,18-Mar-46,Notebook,CM (46) 25,1. Speeches by Persons not Members of Government; 2. Food Debate; 3. Persia; 4. Egypt; 5. Levant States; 6. Denmark; 7. Greece; 8. Dejazmach Gugsa; 9. Brabazon I Aircraft; 10. Civil Aviation Bill; 11. Level of German Industry; 12. Trans-Jordan; 13. Cabinet Mission to India
CAB,195,4,14,21-Mar-46,Notebook,CM (46) 26,1. Unemployment Insurance: Eire Nationals; 2. Parliament; 3. The Nelson Pension; 4. Heathrow Airport
CAB,195,4,15,25-Mar-46,Notebook,CM (46) 27,1. Persia; 2. Greece; 3. Spain; 4. Egypt; 5. U.S. Bases; 6. World Food Supplies; 7. Security Council: Use of Veto; 8. Victory Celebrations
CAB,195,4,16,28-Mar-46,Notebook,CM (46) 28,1. Parliament; 2. India; 3. Sarawak; 4. Building: Shortage of Brick-workers
CAB,195,4,17,1-Apr-46,Notebook,CM (46) 29,1. Greece; 2. Indonesia; 3. Egypt; 4. South-East Asia; 5. Malaya; 6. P.Q.B. Occupying Troops; 7. Sarawak; 8. Select Committee on Members' Expenses; 9. Food: Draft White Paper; 10. Re-organisation of B.B.C. Home Services; 11. The Social Survey
CAB,195,4,18,4-Apr-46,Notebook,CM (46) 30,1. Parliament; 2. Prime Minister's Visit to Australia; 3. Leakage of Information; 4. Future of Iron and Steel Industry; 5. Victory Celebrations: Order of March; 6. Council of Four: Publication of Records; 7. Food: Reduction in Cheese Ration;
CAB,195,4,19,8-Apr-46,Notebook,CM (46) 31,1. The Budget; 2. Atomic Energy; 3. U.S. Demand for Bases: Azores; 4. Fascism; 5. Production Campaign: Results of Conferences; 6. March of Time Film
CAB,195,4,20,10-Apr-46,Notebook,CM (46) 32,World Food Situation
CAB,195,4,21,11-Apr-46,Notebook,CM (46) 33,1. Parliament; 2. Major Bills for Next Session; 3. Parliamentary War Memorial; 4. Egypt; 5. Wages Policy; 6. Agricultural Wages; 7. Channel Islands: Constitutional Reform; 8: India: Constitutional Discussions
CAB,195,4,22,12-Apr-46,Notebook,CM (46) 34,World Food Supplies: Allocations of Cereals
CAB,195,4,23,15-Apr-46,Notebook,CM (46) 35,1. Greece; 2. Iron and Steel Industry; 3. Wentworth Woodhouse: Working of Open-cast Coal; 4. Passenger Shipping Requirements; 5. Nationalisation of Transport; 6. New Towns Bill
CAB,195,4,24,17-Apr-46,Notebook,CM (46) 36,1. Parliament; 2. World Wheat Supplies; 3. Future of the Ruhr; 4. Trusteeship
CAB,195,4,25,24-Apr-46,Notebook,CM (46) 37,1. Egypt; 2. World Food Supplies; 3. Trusteeship; 4. Palestine
CAB,195,4,26,29-Apr-46,Notebook,CM (46) 38,1. Palestine; 2. Report of Select Committee on Members' Expenses; 3. Import Programme for 1946/47; 4. Leakage of Information
CAB,195,4,27,1-May-46,Notebook,CM (46) 39,Palestine
CAB,195,4,28,2-May-46,Notebook,CM (46) 40,1. Parliament; 2. Submission of Memoranda to Cabinet; 3. Iron &amp; Steel Industry; 4. Wheat Supplies for United Kingdom; 5. Railway Rates
CAB,195,4,29,3-May-46,Notebook,CM (46) 41,1. United States Request for Bases: Tarawa; 2. Control in Germany. Publication of White Paper
CAB,195,4,30,6-May-46,Notebook,CM (46) 42,1. Egypt. Revision of Treaty; 2. Bases in Pacific; 3. Germany: White Paper on Work of Control Commision; 4. Germany: Despatch of Families to B.A.O.R.; 5. Parliament: Payment of Railway Fares to Peers; 6. National Industrial Conference; 7. Legislative Programme; 8. Cabinet Programme
CAB,195,4,31,7-May-46,Notebook,CM (46) 43,1. Policy towards Germany; 2. Food Supplies for Germany
CAB,195,4,32,9-May-46,Notebook,CM (46) 44,1. Parliament; 2. Railway Fares of Peers; 3. Members of Parliament: Salaries of Officers in H/Lords; 4. M.P.'s - B/Trade Working Parties; 5. Expenses of Members of Local Authorities; 6. India: Constitutional Problem; 7. Peace Conference: Situation at C.F.M. Paris; 8. Commercial Policy; 9. The U.S. Loan; 10. Palestine; 11. Prosperity and Production Campaign
CAB,195,4,33,13-May-46,Notebook,CM (46) 45,1. Paris Meeting of Council of Foreign Ministers; 2. Palestine; 3. Sarawak; 4. India; 5. U.S. Loan; 6. S.W. Africa; 7. Divorce;
CAB,195,4,34,14-May-46,Notebook,CM (46) 46,India - Constitutional Question
CAB,195,4,35,15-May-46,Notebook,CM (46) 47,India - Constitutional Position
CAB,195,4,36,16-May-46,Notebook,CM (46) 48,1. Germany; 2. Parliament; 3. Railway Charges; 4. India
CAB,195,4,37,17-May-46,Notebook,CM (46) 49,World Wheat Supplies
CAB,195,4,38,20-May-46,Notebook,CM (46) 50,1. Foreign Affairs; 2. Man Power. Call-up for Forces; 3. Scientific Man Power; 4. Sarawak
CAB,195,4,39,23-May-46,Notebook,CM (46) 51,1. Parliament; 2. World Food Supplies; 3. Egypt; 4. Publication of Information from Cabinet Documents; 5. Publication of Secret Reports of S. Cttee on Nat. Expenditure
CAB,195,4,40,27-May-46,Notebook,CM (46) 52,1. World Food Supplies; 2. Persia; 3. Czechoslovakia; 4. Palestine; 5. Siam; 6. Egypt; 7. Foreign Affairs - General; 8. Man Power: Call-up in Transition; 9. U.N.O. Publication of Proceedings e.g. of Security Council; 10. S.W. Africa: Proposed Visit to U.K. of Chief Tschekedi; 11. World Food Supplies; 12. Railway Charges
CAB,195,4,41,30-May-46,Notebook,CM (46) 53,1. Parliament; 2. World Food Supplies: Food Debate; 3. Rations of Animal Feeding-stuffs; 4. Marriages Between British Service-Men and Alien Women; 5. Non-Italian Refugees in Italy; 6. Leakage of Information
